Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
2015,283.0,6,4,24,16,1851,29995
2015,173.0,4,4,26,19,1851,25195
2015,173.0,4,4,26,19,1851,20695
2015,283.0,6,4,25,17,1851,31395
2015,283.0,6,4,25,17,1851,31395
2016,173.0,4,4,26,19,1851,27395
2016,173.0,4,4,26,19,1851,26295
2016,283.0,6,4,24,16,1851,26595
2016,283.0,6,4,24,16,1851,33695
2016,283.0,6,4,24,16,1851,28395
2016,283.0,6,4,25,17,1851,31795
2016,283.0,6,4,24,16,1851,30895
2016,173.0,4,4,26,19,1851,20995
2016,173.0,4,4,26,19,1851,24895
2016,283.0,6,4,24,16,1851,29795
2017,173.0,4,4,25,19,1851,20995
2017,283.0,6,4,24,16,1851,33695
2017,173.0,4,4,25,19,1851,26295
2017,283.0,6,4,24,16,1851,29795
2017,283.0,6,4,25,17,1851,31795
2017,283.0,6,4,24,16,1851,30995
2017,283.0,6,4,24,16,1851,26595
2017,173.0,4,4,25,19,1851,27495
2017,283.0,6,4,24,16,1851,28395
2017,173.0,4,4,25,19,1851,24895
2015,188.0,4,4,32,28,2009,25240
2015,215.0,4,4,31,25,2009,28020
2015,211.0,4,4,29,25,2009,30020
2015,188.0,4,4,31,26,2009,26940
2015,188.0,4,4,32,28,2009,20250
2015,188.0,4,4,32,28,2009,22300
2015,188.0,4,4,31,26,2009,24150
2015,188.0,4,4,31,26,2009,22100
2015,188.0,4,4,31,26,2009,27230
2015,188.0,4,4,34,28,2009,24830
2016,188.0,4,4,34,28,2009,24830
2016,188.0,4,4,31,26,2009,22100
2016,211.0,4,4,31,25,2009,28020
2016,188.0,4,4,32,28,2009,22300
2016,188.0,4,4,31,26,2009,24150
2016,188.0,4,4,31,26,2009,26940
2016,215.0,4,4,29,25,2009,30020
2016,188.0,4,4,32,28,2009,20250
2016,188.0,4,4,31,26,2009,27230
2016,188.0,4,4,32,28,2009,25240
2017,215.0,4,4,31,26,2009,28020
2017,188.0,4,4,33,27,2009,24830
2017,211.0,4,4,29,25,2009,30020
2017,188.0,4,4,30,26,2009,27230
2017,188.0,4,4,30,26,2009,26940
2017,188.0,4,4,30,26,2009,24400
2017,188.0,4,4,30,26,2009,22100
2017,188.0,4,4,32,28,2009,20250
2017,188.0,4,4,32,28,2009,22550
2017,188.0,4,4,32,28,2009,25240
1992,73.0,3,2,29,24,640,2000
1992,73.0,3,4,29,24,640,2000
1992,66.0,3,2,33,28,640,2000
1992,73.0,3,2,33,28,640,2000
1993,73.0,3,2,32,28,640,2000
1993,73.0,3,4,32,28,640,2000
1993,73.0,3,4,29,24,640,2000
1993,73.0,3,2,33,28,640,2000
1994,73.0,3,2,33,28,640,2000
1994,73.0,3,4,29,24,640,2000
2013,265.0,6,4,24,18,190,41250
2013,265.0,6,4,23,18,190,42650
2015,420.0,8,4,23,15,1720,59900
2015,420.0,8,4,23,15,1720,54500
2016,311.0,6,4,26,17,1720,49000
2016,420.0,8,4,23,15,1720,61900
2016,311.0,6,4,26,17,1720,54900
2015,182.0,4,4,36,25,155,35725
2015,304.0,6,4,28,18,155,31065
2015,304.0,6,4,26,17,155,40500
2015,304.0,6,4,28,18,155,39970
2015,182.0,4,4,36,25,155,33635
2015,304.0,6,4,28,18,155,38025
2015,304.0,6,4,26,17,155,38730
2016,304.0,6,4,28,18,155,34065
2016,304.0,6,4,28,18,155,40145
2016,304.0,6,4,26,17,155,38905
2016,304.0,6,4,28,18,155,35900
2016,304.0,6,4,28,18,155,33810
2016,304.0,6,4,26,17,155,40675
2016,304.0,6,4,28,18,155,38200
2016,304.0,6,4,28,18,155,31065
2017,310.0,6,4,31,21,155,36065
2017,310.0,6,4,31,21,155,38665
2017,310.0,6,4,29,20,155,43265
2017,310.0,6,4,31,21,155,32065
2017,310.0,6,4,31,21,155,41065
2013,291.0,4,4,22,17,436,37895
2013,291.0,4,4,23,17,436,34695
2014,291.0,4,4,22,17,436,38195
2014,291.0,4,4,23,17,436,34995
2015,303.0,4,4,23,17,436,37995
2015,291.0,4,4,23,17,436,34495
2015,291.0,4,4,22,17,436,38995
2012,168.0,4,4,29,22,436,21345
2012,148.0,4,4,32,24,436,18395
2013,148.0,4,4,32,24,436,18495
2013,168.0,4,4,29,22,436,21495
2014,168.0,4,4,29,22,436,21945
2014,148.0,4,4,32,24,436,18595
2015,237.0,4,4,25,18,436,29495
2015,381.0,8,4,18,13,2031,80155
2016,381.0,8,4,18,13,2031,83825
2017,381.0,8,4,18,13,2031,84325
2011,620.0,12,4,16,10,67,1380000
2012,620.0,12,4,16,10,67,1382750
1992,92.0,4,2,29,21,535,2000
1992,135.0,4,2,26,19,535,2000
1992,195.0,4,2,26,19,535,2000
1992,195.0,4,2,23,18,535,2000
1993,195.0,4,2,23,18,535,2000
1993,195.0,4,2,26,19,535,2000
1993,92.0,4,2,29,21,535,2000
1993,135.0,4,2,26,19,535,2000
1994,195.0,4,2,23,18,535,2000
1994,92.0,4,2,29,21,535,2000
1994,195.0,4,2,26,19,535,2000
1994,135.0,4,2,26,19,535,2000
2015,256.0,6,4,28,20,640,29595
2016,256.0,6,4,29,20,640,29945
2017,256.0,6,4,28,20,640,31640
1993,200.0,6,4,23,15,204,2000
1993,200.0,6,4,23,16,204,2060
1993,230.0,6,2,23,15,204,2042
1993,200.0,6,4,23,16,204,2000
1993,230.0,6,2,23,15,204,2000
1994,230.0,6,2,24,16,204,2181
1994,200.0,6,4,23,16,204,2028
1994,200.0,6,4,22,17,204,2063
1994,230.0,6,4,24,16,204,2066
1994,230.0,6,2,24,16,204,2384
1995,200.0,6,4,22,17,204,2356
1995,230.0,6,2,24,16,204,2506
1995,230.0,6,2,24,16,204,2265
1995,200.0,6,4,22,17,204,2144
1995,200.0,6,4,23,16,204,2135
1995,230.0,6,4,24,16,204,2066
2017,424.0,6,4,19,14,238,83000
2017,345.0,6,4,20,14,238,72000
2012,552.0,10,2,16,11,454,375000
1999,253.0,6,4,24,16,1013,2000
2000,253.0,6,4,24,16,1013,2087
2001,253.0,6,4,24,16,1013,28680
2013,240.0,4,4,24,17,258,36400
2013,240.0,4,4,24,17,258,41500
2013,240.0,4,4,24,17,258,38900
2014,240.0,4,4,24,17,258,36600
2014,240.0,4,4,24,17,258,39100
2014,240.0,4,4,24,17,258,41700
2015,240.0,4,4,24,17,258,36600
2015,240.0,4,4,24,17,258,39100
2015,240.0,4,4,24,17,258,41700
2008,300.0,8,4,17,12,258,48525
2008,300.0,8,4,17,12,258,54025
2009,300.0,8,4,17,12,258,45975
2014,340.0,6,4,19,14,258,49700
2014,340.0,6,4,19,14,258,59900
2014,340.0,6,4,19,14,258,54600
2014,340.0,6,4,19,14,258,69279
2015,340.0,6,4,19,14,258,60600
2015,340.0,6,4,19,14,258,50400
2015,340.0,6,4,19,14,258,55300
2016,340.0,6,4,19,15,258,50400
2016,340.0,6,4,19,15,258,55300
2016,340.0,6,4,19,15,258,60600
1998,290.0,8,4,23,17,454,4207
1999,290.0,8,4,23,16,454,4556
2000,290.0,8,4,23,16,454,5035
2004,290.0,8,4,23,16,454,55375
2005,290.0,8,4,23,16,454,56225
2006,278.0,8,4,23,16,454,56525
2015,360.0,8,4,23,16,454,82305
2015,386.0,8,4,24,16,454,84500
2015,386.0,8,4,24,16,454,78820
2015,386.0,8,4,24,16,454,72520
2015,360.0,8,4,23,16,454,75465
2015,360.0,8,4,23,16,454,87500
2016,360.0,8,4,23,16,454,75465
2016,386.0,8,4,24,16,454,78820
2016,386.0,8,4,24,16,454,72520
2016,360.0,8,4,23,16,454,82305
2017,359.0,8,4,23,16,454,82305
2017,386.0,8,4,24,16,454,72520
2017,386.0,8,4,24,16,454,78820
2017,359.0,8,4,23,16,454,75465
2014,438.0,8,4,23,19,454,120060
2015,438.0,8,4,23,19,454,120440
2016,438.0,8,4,23,19,454,120440
2004,232.0,6,4,24,17,61,36770
2004,280.0,8,4,23,15,61,43370
2004,232.0,6,4,24,17,61,36140
2004,280.0,8,4,23,15,61,39970
2004,232.0,6,4,24,17,61,32370
2005,280.0,8,4,22,16,61,43590
2005,232.0,6,4,24,17,61,32640
2005,232.0,6,4,24,17,61,36360
2005,232.0,6,4,24,17,61,36990
2005,280.0,8,4,22,16,61,40190
2006,280.0,8,4,23,16,61,39285
2009,292.0,8,4,22,15,155,40205
2009,227.0,6,4,26,17,155,32520
2009,227.0,6,4,26,17,155,29265
2009,227.0,6,4,26,17,155,35770
2009,227.0,6,4,26,17,155,33120
2009,227.0,6,4,26,17,155,35270
2009,227.0,6,4,26,17,155,30770
2009,227.0,6,4,26,17,155,34670
2010,227.0,6,4,26,17,155,35730
2010,227.0,6,4,26,17,155,30930
2010,227.0,6,4,26,17,155,34830
2010,227.0,6,4,26,17,155,33230
2010,227.0,6,4,26,17,155,32730
2010,292.0,8,4,22,15,155,42515
2010,227.0,6,4,26,17,155,29230
2010,227.0,6,4,26,17,155,35625
2010,227.0,6,4,26,17,155,36230
2011,227.0,6,4,27,17,155,29730
2011,227.0,6,4,27,17,155,35675
2011,227.0,6,4,27,17,155,33130
2011,292.0,8,4,23,15,155,44460
1996,212.0,6,4,14,12,454,3667
1997,212.0,6,4,14,12,454,4282
2005,235.0,8,4,16,12,454,65225
2006,275.0,8,4,15,12,454,67395
2007,268.0,8,4,15,12,454,67395
2015,383.0,8,4,17,12,454,83180
2016,383.0,8,4,18,13,454,88880
2017,383.0,8,4,18,13,454,89380
2013,240.0,6,4,28,20,617,51270
2013,518.0,8,4,17,13,617,96100
2013,402.0,8,4,20,14,617,58800
2013,302.0,6,4,23,18,617,49770
2013,302.0,6,4,23,18,617,47270
2014,518.0,8,4,17,13,617,97250
2014,240.0,6,4,28,20,617,51790
2014,302.0,6,4,22,17,617,50290
2014,402.0,8,4,19,14,617,59450
2014,302.0,6,4,24,18,617,47790
2015,329.0,6,4,22,18,617,62900
2015,302.0,6,4,24,18,617,48300
2015,518.0,8,4,17,13,617,98400
2015,302.0,6,4,22,17,617,50800
2016,365.0,6,2,26,18,3916,51700
2017,365.0,6,2,26,18,3916,51700
1990,162.0,6,2,23,17,190,2000
1991,162.0,6,2,23,17,190,2000
1991,162.0,6,2,23,17,190,2000
1992,162.0,6,2,23,17,190,2000
1992,162.0,6,2,23,17,190,2000
2008,275.0,6,4,23,16,190,43900
2008,275.0,6,4,22,16,190,45650
2009,303.0,6,4,25,17,190,45800
2009,275.0,6,4,22,16,190,47950
2010,303.0,6,4,25,17,190,45800
2010,303.0,6,4,22,16,190,47950
2011,330.0,6,4,24,17,190,49200
2011,330.0,6,4,26,18,190,47050
2015,425.0,6,4,26,17,3916,62000
2016,425.0,6,4,26,17,3916,63500
2017,425.0,6,4,26,17,3916,64000
2016,493.0,6,2,23,16,3916,133205
2008,325.0,8,4,21,16,190,50250
2008,325.0,8,4,20,14,190,52750
2009,325.0,8,4,21,16,190,52150
2009,325.0,8,4,20,14,190,54650
2010,325.0,8,4,20,14,190,54650
2010,325.0,8,4,21,16,190,52150
2015,425.0,6,2,26,17,3916,64200
2015,425.0,6,2,26,17,3916,72500
2016,425.0,6,2,26,17,3916,74200
2016,425.0,6,2,26,17,3916,65700
2017,425.0,6,2,26,17,3916,74700
2017,425.0,6,2,26,17,3916,66200
2011,420.0,8,4,23,16,190,60950
2011,420.0,8,4,25,16,190,58450
2014,552.0,8,4,20,14,3916,92900
2015,560.0,8,4,20,14,3916,93600
2016,560.0,8,4,20,14,3916,94100
2015,560.0,8,4,20,14,3916,115700
2016,552.0,8,4,20,14,3916,117200
2017,560.0,8,4,20,14,3916,117500
2015,560.0,8,2,20,14,3916,118200
2015,560.0,8,2,20,14,3916,111900
2016,552.0,8,2,20,14,3916,119700
2016,552.0,8,2,20,14,3916,113400
2017,560.0,8,2,20,14,3916,113700
2017,560.0,8,2,22,15,3916,120000
2015,400.0,6,4,23,17,1715,72300
2015,340.0,6,4,23,17,1715,49900
2016,340.0,6,4,23,17,1715,52600
2016,400.0,6,4,23,17,1715,73900
2017,360.0,6,4,23,17,1715,67200
2017,340.0,6,4,23,17,1715,54400
2017,400.0,6,4,23,17,1715,76000
2017,252.0,4,4,25,20,1715,47500
2006,425.0,8,4,18,13,1851,37320
2007,340.0,8,4,23,15,1851,31515
2007,425.0,8,4,18,13,1851,37795
2008,425.0,8,4,18,13,1851,38105
2008,340.0,8,4,23,15,1851,31780
2008,164.0,4,4,32,24,1385,23640
2009,164.0,4,4,34,26,1385,25555
2010,164.0,4,4,34,26,1385,25925
2005,200.0,6,4,28,20,1385,24610
2005,200.0,6,4,28,20,1385,21465
2005,200.0,6,4,28,20,1385,20965
2006,201.0,6,4,28,20,1385,23465
2006,201.0,6,4,28,20,1385,20165
2006,240.0,6,4,24,16,1385,23265
2006,201.0,6,4,28,20,1385,19565
2007,217.0,6,4,28,18,1385,20575
2007,217.0,6,4,28,18,1385,19795
2007,240.0,6,4,22,15,1385,23710
2007,217.0,6,4,28,18,1385,23915
2015,259.0,4,4,30,21,1385,30355
2015,259.0,4,4,30,21,1385,27005
2016,250.0,4,4,33,22,1385,28620
2016,182.0,4,4,46,47,1385,27770
2016,250.0,4,4,33,22,1385,30920
2017,182.0,4,4,43,49,1385,27875
2017,250.0,4,4,33,22,1385,30975
2006,300.0,8,4,18,13,61,38680
2006,300.0,8,4,16,12,61,42235
2007,300.0,8,4,16,12,61,41225
2007,300.0,8,4,16,12,61,41525
2007,300.0,8,4,16,12,61,38425
2007,300.0,8,4,16,12,61,38125
2008,300.0,8,4,16,12,61,38915
2008,300.0,8,4,17,13,61,42015
2008,300.0,8,4,17,13,61,41715
2008,300.0,8,4,16,12,61,38615
1996,280.0,8,2,24,16,61,2000
1996,280.0,8,2,24,16,61,2000
1997,280.0,8,2,24,16,61,2263
1997,280.0,8,2,24,16,61,2209
1998,280.0,8,2,24,15,61,2411
1998,290.0,8,2,24,15,61,2459
1990,225.0,8,2,22,15,61,2000
1990,225.0,8,2,22,15,61,2000
1991,225.0,8,2,22,15,61,2000
1991,225.0,8,2,22,15,61,2000
1992,225.0,8,2,22,15,61,2000
1992,225.0,8,2,22,15,61,2000
2011,132.0,4,4,32,25,2031,19685
2011,158.0,4,4,29,21,2031,20755
2011,158.0,4,4,28,21,2031,19565
2011,158.0,4,4,26,20,2031,21715
2011,132.0,4,4,32,26,2031,18845
2012,158.0,4,4,26,20,2031,21715
2012,132.0,4,4,32,26,2031,18845
2012,158.0,4,4,29,21,2031,20755
2012,132.0,4,4,32,25,2031,19685
2012,158.0,4,4,28,21,2031,19565
2013,132.0,4,4,32,25,2031,20115
2013,158.0,4,4,26,20,2031,22415
2013,158.0,4,4,28,21,2031,20265
2013,158.0,4,4,29,21,2031,21455
2013,132.0,4,4,32,26,2031,19275
2014,290.0,6,4,26,19,2009,34380
2014,290.0,6,4,26,19,2009,31290
2016,300.0,6,4,30,22,2009,36990
2016,300.0,6,4,30,22,2009,34490
2016,300.0,6,4,30,22,2009,32510
2016,300.0,6,4,30,22,2009,39960
2016,300.0,6,4,30,22,2009,37770
2017,300.0,6,4,30,21,2009,34590
2017,300.0,6,4,30,21,2009,37090
2017,300.0,6,4,30,21,2009,40040
2017,300.0,6,4,30,21,2009,32610
2017,300.0,6,4,30,21,2009,37870
2016,523.0,12,4,20,13,617,189350
2017,523.0,12,4,21,13,617,191300
2011,263.0,4,4,25,18,586,23700
2012,263.0,4,4,25,18,586,24000
2013,263.0,4,4,25,18,586,24200
2006,274.0,4,4,23,17,586,27995
2006,274.0,4,4,23,17,586,29925
2007,274.0,4,4,23,17,586,29925
2007,274.0,4,4,23,17,586,27995
2004,178.0,4,2,24,18,586,25730
2005,178.0,4,2,24,18,586,25780
2005,178.0,4,2,24,18,586,26580
2003,170.0,4,4,27,21,586,20480
2003,170.0,4,4,27,21,586,19980
2001,315.0,6,2,23,15,3916,44990
2001,315.0,6,2,23,15,3916,45990
2002,315.0,6,2,25,17,3916,44990
2006,330.0,6,2,22,14,3916,49300
2006,330.0,6,2,22,14,3916,51300
2015,290.0,6,4,27,18,204,44565
2015,290.0,6,4,27,18,204,48840
2015,290.0,6,4,27,18,204,50840
2015,290.0,6,4,28,20,204,42565
2015,290.0,6,4,28,20,204,48840
2015,290.0,6,4,28,20,204,46840
2015,290.0,6,4,27,18,204,56780
2015,290.0,6,4,28,20,204,54780
2016,290.0,6,4,27,19,204,43015
2016,290.0,6,4,27,19,204,49440
2016,290.0,6,4,26,18,204,46515
2016,290.0,6,4,27,19,204,44515
2016,290.0,6,4,26,19,204,55230
2016,290.0,6,4,26,18,204,45015
2016,290.0,6,4,27,20,204,53230
2016,290.0,6,4,26,18,204,52640
2016,290.0,6,4,26,18,204,51440
2016,290.0,6,4,26,18,204,50640
2016,290.0,6,4,27,20,204,55230
2016,290.0,6,4,26,18,204,49440
2016,290.0,6,4,27,19,204,47440
2016,290.0,6,4,27,19,204,48640
2016,290.0,6,4,27,19,204,50640
2016,290.0,6,4,26,19,204,57230
2017,290.0,6,4,26,19,204,56400
2017,290.0,6,4,27,19,204,48360
2017,290.0,6,4,26,18,204,50360
2017,290.0,6,4,26,18,204,52360
2017,290.0,6,4,26,19,204,58400
2017,290.0,6,4,27,20,204,56400
2017,290.0,6,4,27,19,204,43950
2017,290.0,6,4,27,19,204,50360
2017,290.0,6,4,26,18,204,45950
2017,290.0,6,4,27,20,204,54400
2016,208.0,4,4,23,20,617,32500
2016,208.0,4,3,24,21,617,28950
1999,55.0,3,2,42,34,1385,2000
1999,79.0,4,2,39,33,1385,2000
2000,55.0,3,2,41,32,1385,2000
2000,79.0,4,2,38,31,1385,2000
2000,210.0,6,4,25,17,586,2381
2000,210.0,6,4,25,17,586,2337
2001,210.0,6,4,25,17,586,31025
2002,210.0,6,4,25,17,586,31075
2002,210.0,6,4,25,17,586,31675
2012,330.0,6,4,24,17,190,49850
2012,330.0,6,4,26,18,190,47700
2012,360.0,6,4,32,27,190,53700
2012,420.0,8,4,24,16,190,59200
2012,420.0,8,4,23,16,190,61700
2013,420.0,8,4,24,16,190,61200
2013,360.0,6,4,32,27,190,54750
2013,330.0,6,4,26,18,190,48700
2013,420.0,8,4,23,16,190,63700
2013,330.0,6,4,24,17,190,50850
2014,74.0,3,4,42,34,436,12995
2014,74.0,3,4,44,37,436,15195
2014,74.0,3,4,42,34,436,14195
2014,74.0,3,4,44,37,436,13995
2015,74.0,3,4,42,34,436,12995
2015,74.0,3,4,42,34,436,14295
2015,74.0,3,4,44,37,436,15395
2015,74.0,3,4,44,37,436,14095
2015,74.0,3,4,44,37,436,14945
2017,78.0,3,4,41,33,436,14795
2017,78.0,3,4,41,33,436,12995
2017,78.0,3,4,43,37,436,14195
2017,78.0,3,4,43,37,436,15995
2017,78.0,3,4,43,37,436,16495
2015,240.0,4,4,29,20,61,46030
2015,240.0,4,4,26,19,61,35595
2015,240.0,4,4,29,20,61,33100
2015,240.0,4,4,26,19,61,48525
2016,240.0,4,4,29,20,61,46455
2016,240.0,4,4,26,19,61,42955
2016,240.0,4,4,26,19,61,48950
2016,240.0,4,4,29,20,61,40460
2016,240.0,4,4,29,20,61,33260
2016,240.0,4,4,26,19,61,39585
2016,240.0,4,4,29,20,61,37090
2016,240.0,4,4,26,19,61,35755
2017,240.0,4,4,25,19,61,41895
2017,240.0,4,4,28,21,61,35720
2017,240.0,4,4,25,19,61,35130
2017,240.0,4,4,28,21,61,32720
2017,240.0,4,4,28,21,61,39485
2017,240.0,4,4,25,19,61,38125
2017,240.0,4,4,28,21,61,45475
2017,240.0,4,4,25,19,61,47880
2014,304.0,6,4,28,19,61,38850
2014,304.0,6,4,26,18,61,40845
2014,365.0,6,4,25,17,61,45840
2015,365.0,6,4,25,17,61,45840
2015,305.0,6,4,28,19,61,38850
2015,305.0,6,4,26,18,61,40845
2016,350.0,6,4,24,17,61,41005
2016,350.0,6,4,26,17,61,39010
2016,365.0,6,4,24,16,61,46000
2015,365.0,6,4,23,16,61,45205
2015,303.0,6,4,25,17,61,43210
2016,303.0,6,4,24,16,61,43370
2016,365.0,6,4,21,15,61,45365
2017,303.0,6,4,24,16,61,43530
2017,365.0,6,4,21,15,61,49025
2015,305.0,6,4,23,17,61,40850
2015,305.0,6,4,26,18,61,38900
2016,303.0,6,4,26,17,61,44045
2016,303.0,6,4,26,17,61,47810
2016,303.0,6,4,26,17,61,53475
2016,303.0,6,4,26,17,61,38260
2016,303.0,6,4,26,17,61,55970
2016,303.0,6,4,26,17,61,45315
2016,303.0,6,4,26,17,61,40755
2016,303.0,6,4,26,17,61,41550
2017,303.0,6,4,25,17,61,38260
2017,303.0,6,4,23,16,61,44045
2017,303.0,6,4,23,16,61,48055
2017,303.0,6,4,25,17,61,45560
2017,303.0,6,4,25,17,61,53475
2017,303.0,6,4,23,16,61,40755
2017,303.0,6,4,25,17,61,41550
2017,303.0,6,4,23,16,61,55970
2011,191.0,4,4,36,41,61,34645
2015,231.0,4,4,33,22,61,45555
2015,231.0,4,4,33,22,61,35190
2015,188.0,4,4,39,41,61,35190
2015,231.0,4,4,31,22,61,37080
2015,188.0,4,4,39,41,61,45555
2015,231.0,4,4,31,22,61,47445
2016,231.0,4,4,31,22,61,37080
2016,188.0,4,4,39,41,61,45605
2016,231.0,4,4,33,22,61,45605
2016,231.0,4,4,31,22,61,47495
2016,188.0,4,4,39,41,61,35190
2016,231.0,4,4,33,22,61,35190
2017,245.0,4,4,28,20,61,36900
2017,245.0,4,4,31,21,61,39510
2017,245.0,4,4,28,20,61,49560
2017,245.0,4,4,31,21,61,35010
2017,245.0,4,4,28,20,61,41400
2017,245.0,4,4,31,21,61,47670
2017,245.0,4,4,31,21,61,36760
2017,245.0,4,4,28,20,61,38650
2000,342.0,8,4,16,12,617,5650
2005,240.0,6,2,26,17,1385,28355
2006,211.0,6,2,29,19,1385,20830
2006,303.0,8,2,26,16,1385,26330
2006,211.0,6,2,29,19,1385,20330
2007,303.0,8,2,24,16,1385,27740
2007,211.0,6,2,29,19,1385,22625
2007,211.0,6,2,29,19,1385,21015
2012,592.0,8,2,22,15,416,229000
2013,616.0,8,2,22,15,416,239400
2003,138.0,4,2,30,22,2031,25645
2003,138.0,4,2,29,23,2031,24645
2004,138.0,4,2,30,23,2031,25895
2004,138.0,4,2,29,23,2031,24895
2005,138.0,4,2,30,23,2031,26145
2005,138.0,4,2,29,23,2031,25145
1993,135.0,4,2,26,19,2031,2000
1993,200.0,4,2,25,18,2031,2078
1994,200.0,4,2,25,18,2031,2254
1994,135.0,4,2,26,19,2031,2000
1995,135.0,4,2,26,19,2031,2038
1995,200.0,4,2,25,18,2031,2462
2014,505.0,8,4,18,11,520,298900
2015,505.0,8,4,18,11,520,303700
2016,505.0,8,4,18,11,520,303700
2016,530.0,8,4,18,11,520,335600
2012,265.0,6,2,22,17,2009,44540
2013,265.0,6,2,22,17,2009,44540
2014,265.0,6,2,22,17,2009,41995
2015,260.0,6,4,28,21,2009,39000
2015,260.0,6,4,28,21,2009,38550
2015,260.0,6,4,28,21,2009,40600
2015,260.0,6,4,28,21,2009,36950
2015,260.0,6,4,28,21,2009,34220
2015,260.0,6,4,28,21,2009,29560
2015,260.0,6,4,28,21,2009,32620
2015,260.0,6,4,28,21,2009,31160
2016,260.0,6,4,28,21,2009,34400
2016,260.0,6,4,28,21,2009,39180
2016,250.0,4,4,30,26,2009,41730
2016,260.0,6,4,28,21,2009,32800
2016,260.0,6,4,28,21,2009,38730
2016,260.0,6,4,28,21,2009,29740
2016,260.0,6,4,28,21,2009,40780
2016,260.0,6,4,28,21,2009,31340
2016,250.0,4,4,31,28,2009,42180
2016,260.0,6,4,28,21,2009,37130
2016,250.0,4,4,31,28,2009,40130
2016,250.0,4,4,30,26,2009,43780
2017,260.0,6,4,28,21,2009,29740
2017,260.0,6,4,28,21,2009,31340
2017,260.0,6,4,28,21,2009,37130
2017,260.0,6,4,28,21,2009,38730
2017,260.0,6,4,28,21,2009,34400
2017,260.0,6,4,28,21,2009,32800
2017,260.0,6,4,28,21,2009,40780
2017,260.0,6,4,28,21,2009,39180
2008,632.0,12,2,13,8,1158,336400
2008,632.0,12,2,13,8,1158,369200
2008,632.0,12,2,14,9,1158,345400
2008,632.0,12,2,14,9,1158,378200
2009,631.0,12,2,13,8,1158,382400
2009,631.0,12,2,13,8,1158,354000
2009,631.0,12,2,14,9,1158,364000
2009,631.0,12,2,14,9,1158,392400
2010,670.0,12,2,14,9,1158,450000
1997,305.0,8,2,24,16,5657,3550
1997,305.0,8,2,24,16,5657,3206
1998,305.0,8,2,24,16,5657,3654
1998,305.0,8,2,24,16,5657,4059
1999,320.0,8,2,22,15,5657,4584
1999,320.0,8,2,22,15,5657,5193
2015,435.0,8,2,25,15,5657,41800
2015,300.0,6,2,28,17,5657,29300
2015,310.0,4,2,31,22,5657,34800
2015,310.0,4,2,31,22,5657,25300
2015,435.0,8,2,25,15,5657,46170
2015,435.0,8,2,25,15,5657,32300
2015,300.0,6,2,28,17,5657,23800
2015,310.0,4,2,31,22,5657,29300
2015,435.0,8,2,25,15,5657,36300
2016,435.0,8,2,25,15,5657,36395
2016,435.0,8,2,25,15,5657,32395
2016,300.0,6,2,28,17,5657,24145
2016,310.0,4,2,29,20,5657,35145
2016,310.0,4,2,31,22,5657,29645
2016,435.0,8,2,25,15,5657,41895
2016,300.0,6,2,28,17,5657,29645
2016,310.0,4,2,31,22,5657,25645
2017,310.0,4,2,30,21,5657,25645
2017,310.0,4,2,30,21,5657,29645
2017,435.0,8,2,23,14,5657,42145
2017,435.0,8,2,25,15,5657,36645
2017,310.0,4,2,27,21,5657,35145
2017,435.0,8,2,25,15,5657,32645
1993,130.0,6,2,26,20,586,2000
1993,88.0,4,2,32,24,586,2000
1993,130.0,6,2,26,20,586,2000
1994,130.0,6,2,26,20,586,2000
1994,88.0,4,2,34,25,586,2000
1995,88.0,4,2,34,25,586,2000
2014,158.0,4,2,28,21,586,27505
2014,158.0,4,2,28,21,586,30550
2014,158.0,4,2,28,21,586,29265
2014,167.0,4,2,28,21,586,26905
2014,167.0,4,2,28,21,586,28665
2014,158.0,4,2,28,21,586,25980
2014,167.0,4,2,28,21,586,27550
2014,167.0,4,2,28,22,586,23720
2014,158.0,4,2,28,21,586,28650
2014,167.0,4,2,28,21,586,29450
2015,158.0,4,2,28,21,586,28650
2015,167.0,4,2,28,21,586,27550
2015,158.0,4,2,28,21,586,29265
2015,167.0,4,2,28,22,586,23970
2015,167.0,4,2,28,21,586,29450
2015,158.0,4,2,28,21,586,30550
2015,158.0,4,2,28,21,586,27505
2015,167.0,4,2,28,21,586,26905
2015,158.0,4,2,28,21,586,26230
2015,167.0,4,2,28,21,586,32205
2015,158.0,4,2,28,21,586,32655
2015,167.0,4,2,28,21,586,28665
2016,155.0,4,2,34,27,586,28600
2016,155.0,4,2,36,27,586,26395
2016,155.0,4,2,36,27,586,29330
2016,155.0,4,2,36,27,586,31270
2016,155.0,4,2,34,27,586,30065
2016,155.0,4,2,34,27,586,24915
1995,164.0,6,2,24,18,586,2000
1996,164.0,6,2,24,18,586,2000
1996,164.0,6,2,24,18,586,2000
1997,164.0,6,2,24,18,586,2000
2015,365.0,6,4,20,15,61,65055
2015,365.0,6,4,19,15,61,67220
2015,365.0,6,4,22,16,61,61480
2015,365.0,6,4,20,15,61,63645
2016,380.0,6,4,22,16,61,63195
2016,380.0,6,4,19,15,61,76650
2016,380.0,6,4,19,15,61,69135
2016,380.0,6,4,20,15,61,65560
2016,380.0,6,4,20,15,61,73645
2016,380.0,6,4,20,15,61,74260
2016,380.0,6,4,20,15,61,66770
2016,380.0,6,4,22,16,61,71260
2017,380.0,6,4,20,15,61,65560
2017,380.0,6,4,21,15,61,71260
2017,380.0,6,4,20,15,61,66770
